Facility ID,Name,Address,Regulation Date,Expiration Date,Conditional,Inspection 1 Date,Inspection 1 Type,Inspection 1 Findings,Inspection 2 Date,Inspection 2 Type,Inspection 2 Findings,Inspection 3 Date,Inspection 3 Type,Inspection 3 Findings,Inspection 4 Date,Inspection 4 Type,Inspection 4 Findings,Inspection 5 Date,Inspection 5 Type,Inspection 5 Findings,Inspection 6 Date,Inspection 6 Type,Inspection 6 Findings,Inspection 7 Date,Inspection 7 Type,Inspection 7 Findings,Inspection 8 Date,Inspection 8 Type,Inspection 8 Findings,Inspection 9 Date,Inspection 9 Type,Inspection 9 Findings,Inspection 10 Date,Inspection 10 Type,Inspection 10 Findings,Inspection 11 Date,Inspection 11 Type,Inspection 11 Findings,Inspection 12 Date,Inspection 12 Type,Inspection 12 Findings,Inspection 13 Date,Inspection 13 Type,Inspection 13 Findings,Inspection 14 Date,Inspection 14 Type,Inspection 14 Findings,Inspection 15 Date,Inspection 15 Type,Inspection 15 Findings,Inspection 16 Date,Inspection 16 Type,Inspection 16 Findings,Inspection 17 Date,Inspection 17 Type,Inspection 17 Findings,Inspection 18 Date,Inspection 18 Type,Inspection 18 Findings,Inspection 19 Date,Inspection 19 Type,Inspection 19 Findings,Inspection 20 Date,Inspection 20 Type,Inspection 20 Findings
98533,"Southwest Behavioral Health Center - Horizon House East Residential (RT, DT & OT)","54 North 200 East, Cedar City, UT, 84720",2023-02-16,2026-04-30,False,2025-03-31,"Announced, Annual Inspection",None,2024-03-05,"Announced, Annual Inspection",None,2023-03-07,"Announced, Annual Inspection",None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99272,Spirit Mountain Recovery (RT),"3181 East 3350 North, Eden, UT, 84310",2022-11-01,2026-10-31,False,2025-10-01,"Announced, Annual Inspection",None,2024-09-23,"Announced, Annual Inspection",None,2023-10-10,"Announced, Annual Inspection",None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99058,Steps Recovery Center (Payson),"984 South 930 West, Payson, UT, 84651",2022-01-01,2026-01-31,False,2025-04-04,"Investigation Inspection, Non On-Site Inspection",R380-600-7(16)(a)-(d): Critical incidents reporting requirements... | Finding: The Licensee was out of compliance with R380-600-7(16)(a-d) by not reporting a critical incident to the Office within one business day. During review of critical incidents it was identified that the incident occurred on 3/30/2025 and was not reported until 4/2/2025)....,2025-02-05,Follow-Up Inspection,None,2025-02-05,Investigation Inspection,None,2025-01-21,Non On-Site Inspection,None,2024-12-30,"Announced, Annual Inspection",None,2024-11-18,Investigation Inspection,None,2023-12-19,"Announced, Annual Inspection",None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98507,Steps Recovery Center Of St. George LLC (3638 Sugar Leo Dr.),"3638 Sugar Leo Dr., Saint George, UT, 84790",2023-01-01,2025-12-31,False,2024-12-03,Non On-Site Inspection,None,2024-11-25,"Announced, Annual Inspection","R501-14-5(2)(a)-(f): Submitting application for an initial background screening... | Finding: The provider was out of compliance with this rule by not ensuring applicants were directly supervised until the office issued conditional or eligible clearance determinations and not documenting how the individuals remained supervised for the entirety of their supervised employment terms. During the inspection, 2 employees required supervision in the Direct Access Clearance System and the provider did not have documentation of supervision for the employees....",2023-10-11,"Announced, Annual Inspection",None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98194,"Stillwater Academy, LLC","11175 S Redwood Road, South Jordan, UT, 84095",2022-10-26,2025-12-31,False,2025-09-18,"3rd Unannounced, Follow-Up Inspection",None,2025-06-26,2nd Unannounced,"R501-1-8(1)(a)-(i): Facility and safety requirements... | Finding: The provider was out of compliance with R501-1-8(1)(b) by not having all electrical outlets maintained. At the facility, during the walkthrough there was one electrical outlet that was missing its cover. This is a repeat noncompliance as noted on 10/29/2024....",2025-03-25,"Unannounced, Annual Inspection","R501-1-8(1)(a)-(i): Facility and safety requirements... | Finding: The licensee was out of compliance with rule (R501-1-8)(1)(i) by having a prescription acne cream out in the med room without the original pharmacy packaging. During the walk through inspection, the licensor observed a a prescription acne cream out in the med room without the original pharmacy packaging. This is a repeat non-compliance....",2024-11-20,"Follow-Up Inspection, Non On-Site Inspection",None,2024-11-19,Follow-Up Inspection,None,2024-10-29,Non On-Site Inspection,None,2024-10-15,"Announced, Annual Inspection","R501-1-8(3): Medication and hazardous items maintenance and storage... | Finding: The provider was out compliance with this rule by not having potentially hazardous materials in a locked storage. At the facility, during the walkthrough there was a container of Clorox wipes out in the student room in the basement. In addition, there was a shed with hazardous material (gas and weed killers) in it at the one of the housing parents homes that did not have a lock. This is a repeat noncompliance.... | R501-1-8(1)(a)-(i): Facility and safety requirements... | Finding: The provider was out of compliance with this rule by not having all electrical outlets maintained. At the facility, during the walkthrough there was one electrical outlet that was missing its cover. This is a repeat noncompliance.... | R501-1-15(4): Residential program unsupervised staff requirements... | Finding: The provider was out of compliance with this rule by not having all staff background cleared. At the facility, during a review of the DACS system it was found that one staff member that has worked for the provider for a long time did not have a background clearance in DACS....",2024-09-26,3rd Unannounced,None,2024-06-20,3rd Unannounced,None,2024-04-12,Non On-Site Inspection,None,2024-03-28,2nd Unannounced,None,2023-12-28,"Unannounced, Annual Inspection",None,2023-10-30,Non On-Site Inspection,None,2023-09-12,"Announced, Annual Inspection",None,2023-08-01,3rd Unannounced,None,2023-07-13,Investigation Inspection,None,2023-06-30,Non On-Site Inspection,None,2023-06-30,2nd Unannounced,None,2023-04-07,Non On-Site Inspection,None,2023-03-31,"Follow-Up Inspection, Unannounced, Annual Inspection",None
106078,Straight Path,"2844 West 4450 South, Roy, UT, 84067",2023-10-31,2026-10-31,False,2025-09-09,"Announced, Annual Inspection",None,2025-07-10,"Follow-Up Inspection, Non On-Site Inspection",None,2025-06-11,3rd Unannounced,None,2025-04-03,"Follow-Up Inspection, Non On-Site Inspection",None,2025-03-20,2nd Unannounced,"R501-1-8(3): Medication and hazardous items maintenance and storage... | Finding: The Licensee was out of compliance with R501-1-8(3) by not maintaining potentially hazardous items responsibly and with consideration of the safety and risk level of the population served. During the inspection, a steak knife was observed sticking out of a clients bedroom wall. This was a repeat noncompliance as noted on 04/23/2024.... | R501-1-8(1)(a)-(i): Facility and safety requirements... | Finding: The Licensee was out of compliance with R501-1-8(1)(i) by not ensuring prescription medication is stored in original pharmacy packaging or individual pharmacy bubble pack together with the pharmacy label, directions, and warnings. During the inspection, it was observed that multiple pills were not stored in original pharmacy packaging. This was a repeat noncompliance as noted on 08/27/2024 and 12/19/2024....",2024-12-19,"Unannounced, Annual Inspection",None,2024-09-19,Non On-Site Inspection,None,2024-08-27,"Announced, Annual Inspection",None,2024-08-19,Follow-Up Inspection,None,2024-08-08,Non On-Site Inspection,None,2024-06-20,Follow-Up Inspection,None,2024-04-23,2nd Unannounced,None,2024-01-09,"Unannounced, Annual Inspection",None,2023-10-20,Non On-Site Inspection,None,2023-10-19,Pre-Inspection,None,,,,,,,,,,,,,,,
93666,"Telos Residential Treatment Center, LLC dba Telos RTC","870 W Center St, Orem, UT, 84057",2022-10-01,2026-09-30,False,2025-07-14,"Announced, Annual Inspection",None,2025-05-19,3rd Unannounced,None,2025-03-03,"Follow-Up Inspection, Non On-Site Inspection",None,2025-02-26,Investigation Inspection,"R501-19-3(3)(a)-(j): Supervision and ratio requirements... | Finding: The Licensee was out of compliance with R501-19-3(f) by failing to perform direct supervision with line of sight supervision check-ins every 15 minutes. During the splitting of a group for activities, staff members did not confirm who had which clients and a client followed one group out the door and left the campus. Each group staff member believed the client was with the other group....",2025-02-06,2nd Unannounced,None,2024-12-05,"Follow-Up Inspection, Non On-Site Inspection",None,2024-11-05,"Unannounced, Annual Inspection",None,2024-09-03,Non On-Site Inspection,None,2024-08-28,"Announced, Annual Inspection",None,2024-06-27,3rd Unannounced,None,2024-04-22,Non On-Site Inspection,None,2024-03-21,2nd Unannounced,None,2024-02-13,Follow-Up Inspection,None,2024-01-31,Non On-Site Inspection,None,2023-12-06,Focus Inspection,"R501-19-3(4): Maintain 1 staff to every 4 client ratio... | Finding: The provider is out of compliance with this rule by failing to provide staffing to fit the ratio of one staff to every four clients. In the Fuji apartment on 10/05/23, there were 10 clients with 1 staff member when a critical incident occurred at approximately 7:45 AM....",2023-11-21,"Unannounced, Annual Inspection",None,2023-11-16,Non On-Site Inspection,None,2023-11-15,Investigation Inspection,None,2023-11-13,Non On-Site Inspection,None,2023-11-13,Non On-Site Inspection,None
107485,Telos U - Youth,"600 South Geneva Road, Orem, UT, 84059",2023-11-02,2025-11-30,False,2025-09-15,"Announced, Annual Inspection",None,2025-08-19,Investigation Inspection,None,2025-08-19,Investigation Inspection,None,2025-05-20,Investigation Inspection,None,2025-05-08,"Investigation Inspection, Non On-Site Inspection",R380-600-7(16)(a)-(d): Critical incidents reporting requirements... | Finding: The Licensee was out of compliance with R380-600-7(16)(a-d) by not reporting the critical incidents to the Office within one business day. During review of critical incidents it was identified that the incidents occurred on 5/5/2025 and was not reported until 5/7/2025....,2025-05-01,3rd Unannounced,None,2025-03-17,Investigation Inspection,None,2025-02-12,Non On-Site Inspection,None,2025-02-10,2nd Unannounced,None,2024-11-04,"Unannounced, Annual Inspection",None,2024-11-04,Non On-Site Inspection,None,2024-09-03,Non On-Site Inspection,None,2024-08-28,"Announced, Annual Inspection",None,2024-06-27,3rd Unannounced,None,2024-03-26,Non On-Site Inspection,None,2024-03-21,2nd Unannounced,None,2023-11-21,"Unannounced, Annual Inspection",None,2023-08-09,Pre-Inspection,None,,,,,,
98883,Telos U - Adult,"600 South Geneva Road, Orem, UT, 84058",2022-10-01,2026-09-30,False,2025-07-11,"Announced, Annual Inspection",None,2024-11-04,"Unannounced, Annual Inspection",None,2024-09-18,Non On-Site Inspection,None,2024-09-03,Non On-Site Inspection,None,2024-08-30,Non On-Site Inspection,None,2024-08-28,"Announced, Annual Inspection",None,2023-08-09,"Announced, Annual Inspection",None,2023-05-30,3rd Unannounced,None,2023-05-26,Investigation Inspection,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93687,"The Hope Group dba Havenwood Academy, Inc.","465 W 1600 N, Cedar City, UT, 84721",2022-08-01,2026-07-31,False,2025-07-08,"Announced, Annual Inspection",None,2025-04-22,3rd Unannounced,None,2025-01-23,2nd Unannounced,None,2024-10-24,"Unannounced, Annual Inspection",None,2024-07-15,Non On-Site Inspection,None,2024-07-02,"Announced, Annual Inspection","R501-1-15(4): Residential program unsupervised staff requirements... | Finding: The provider was out of compliance with this rule by not providing supervision for staff with an unapproved background check. During the inspection on 7/2/24, the licensor observed that staff members requiring supervision were not provided supervision by the provider.....",2024-04-02,3rd Unannounced,None,2024-03-29,Investigation Inspection,None,2024-02-26,Non On-Site Inspection,None,2024-02-16,2nd Unannounced,None,2023-08-30,Investigation Inspection,None,2023-08-01,Follow-Up Inspection,None,2023-08-01,Follow-Up Inspection,None,2023-07-18,"Unannounced, Annual Inspection",None,2023-06-22,Investigation Inspection,None,2023-06-06,Investigation Inspection,None,2023-06-05,Investigation Inspection,None,2023-05-09,"Announced, Annual Inspection",None,2023-02-21,2nd Unannounced,None,2022-11-23,Non On-Site Inspection,None
93686,The Hope Group dba Havenwood At The Ranch,"8097 W 2000 S, Cedar City, UT, 84720",2022-09-01,2026-08-31,False,2025-09-24,Investigation Inspection,None,2025-07-10,Investigation Inspection,None,2025-07-08,"Announced, Annual Inspection",None,2025-05-29,"Complaint, Investigation Inspection",R501-1-4(5)(a)-(l): Congregate care behavior management policy... | Finding: The provider was out of compliance with R501-1-4(5)(a) by not using the least restrictive method of behavior management available to control a situation. During the inspection a client left the facility without any shoes. Staff immediately restrained the client without using other methods of de-escalation. This is a repeat noncompliance as noted on 1/27/2025....,2025-04-22,3rd Unannounced,R501-1-8(1)(a)-(i): Facility and safety requirements... | Finding: The Licensee was out of compliance with R501-1-8 (1)(a) by not maintaining the appearance and cleanliness of the building so they are free from health hazards. During the walkthrough inspection bodily fluids were found on the wall....,2025-04-22,Investigation Inspection,None,2025-01-27,Investigation Inspection,"R501-1-4(5)(a)-(l): Congregate care behavior management policy... | Finding: The provider was out of compliance with R501-1-4(5)(a) by not using a trauma informed and the least restrictive restraint to control a situation. During the inspection and review of camera footage, it was observed by the investigator that a staff member acted outside their trained behavior management policy. This is a repeat noncompliance.... | R380-80-6(1)(a)-(i): Client rights... | Finding: The licensee was out of compliance with R380-80-6(1)(c) by not protecting a client from potential harm. At the facility, a staff member a staff member grabbed the client by their head and threw them down during a restraint....",2025-01-23,2nd Unannounced,None,2024-11-12,Investigation Inspection,None,2024-11-05,Investigation Inspection,None,2024-10-24,"Unannounced, Annual Inspection",None,2024-10-17,Investigation Inspection,None,2024-09-26,Investigation Inspection,None,2024-07-17,Non On-Site Inspection,None,2024-07-02,"Announced, Annual Inspection","R501-1-15(4): Residential program unsupervised staff requirements... | Finding: The provider was out of compliance with this rule by not providing supervision for staff with an unapproved background check. During the inspection on 7/2/24, the licensor observed that staff members requiring supervision were not provided supervision by the provider....",2024-04-25,Investigation Inspection,None,2024-04-02,3rd Unannounced,None,2024-03-29,Investigation Inspection,None,2024-03-18,Follow-Up Inspection,None,2024-02-29,Non On-Site Inspection,None
